Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Partition date
721,24.0,female,2.0,rent,rich,moderate,433,6.0,education,bad,11.07.2021
722,24.0,female,1.0,own,little,little,1228,12.0,car,bad,12.07.2021
723,66.0,female,1.0,own,quite rich,moderate,790,9.0,radio/TV,good,13.07.2021
724,21.0,female,2.0,rent,little,,2570,27.0,car,bad,14.07.2021
725,41.0,female,1.0,own,rich,,250,6.0,car,good,15.07.2021
726,47.0,male,1.0,own,quite rich,,1316,15.0,radio/TV,good,16.07.2021
727,25.0,female,2.0,rent,little,little,1882,18.0,radio/TV,bad,17.07.2021
728,59.0,female,2.0,rent,little,moderate,6416,48.0,business,bad,18.07.2021
729,36.0,male,2.0,own,rich,rich,1275,24.0,business,good,19.07.2021
730,33.0,male,2.0,own,little,moderate,6403,24.0,radio/TV,good,20.07.2021
731,21.0,male,1.0,rent,little,little,1987,24.0,radio/TV,bad,21.07.2021
732,44.0,female,1.0,own,little,moderate,760,8.0,radio/TV,good,22.07.2021
733,28.0,female,2.0,rent,rich,,2603,24.0,car,good,23.07.2021
734,37.0,female,2.0,own,little,,3380,4.0,car,good,24.07.2021
735,29.0,female,0.0,own,,moderate,3990,36.0,domestic appliances,good,25.07.2021
736,23.0,female,3.0,rent,little,moderate,11560,24.0,car,bad,26.07.2021
737,35.0,male,1.0,own,moderate,little,4380,18.0,car,good,27.07.2021
738,45.0,male,3.0,own,little,,6761,6.0,car,good,28.07.2021
739,26.0,female,1.0,rent,moderate,moderate,4280,30.0,business,bad,29.07.2021
740,32.0,male,2.0,own,moderate,little,2325,24.0,car,good,30.07.2021
741,23.0,male,1.0,own,little,moderate,1048,10.0,radio/TV,good,31.07.2021
742,41.0,male,2.0,own,,,3160,21.0,radio/TV,good,01.08.2021
743,22.0,male,2.0,own,quite rich,little,2483,24.0,furniture/equipment,good,02.08.2021
744,30.0,male,3.0,own,,little,14179,39.0,furniture/equipment,good,03.08.2021
745,28.0,male,1.0,own,little,little,1797,13.0,business,good,04.08.2021
746,23.0,female,2.0,rent,little,little,2511,15.0,car,good,05.08.2021
747,37.0,female,1.0,own,little,little,1274,12.0,car,bad,06.08.2021
748,26.0,male,2.0,own,,,5248,21.0,car,good,07.08.2021
749,33.0,male,2.0,own,little,,3029,15.0,car,good,08.08.2021
750,49.0,female,2.0,own,little,little,428,6.0,furniture/equipment,good,09.08.2021
751,23.0,female,1.0,own,little,little,976,18.0,car,bad,10.08.2021
752,23.0,female,1.0,rent,moderate,moderate,841,12.0,business,good,11.08.2021
753,25.0,female,2.0,own,little,,5771,30.0,radio/TV,good,12.08.2021
754,55.0,male,2.0,free,rich,,1555,12.0,repairs,bad,13.08.2021
755,32.0,female,2.0,rent,,little,1285,24.0,car,bad,14.08.2021
756,74.0,male,0.0,own,little,rich,1299,6.0,car,good,15.08.2021
757,39.0,male,2.0,free,,rich,1271,15.0,radio/TV,bad,16.08.2021
758,31.0,male,2.0,own,little,,1393,24.0,car,good,17.08.2021
759,35.0,male,2.0,own,little,little,691,12.0,car,bad,18.08.2021
760,59.0,female,2.0,own,,,5045,15.0,car,good,19.08.2021
761,24.0,female,2.0,rent,little,little,2124,18.0,furniture/equipment,bad,20.08.2021
762,24.0,male,1.0,own,little,little,2214,12.0,radio/TV,good,21.08.2021
763,30.0,male,3.0,free,,,12680,21.0,car,bad,22.08.2021
764,27.0,male,2.0,own,moderate,,2463,24.0,car,good,23.08.2021
765,40.0,male,1.0,own,little,moderate,1155,12.0,radio/TV,good,24.08.2021
766,31.0,male,1.0,own,little,little,3108,30.0,furniture/equipment,bad,25.08.2021
767,31.0,female,2.0,rent,,,2901,10.0,car,good,26.08.2021
768,28.0,male,2.0,rent,little,moderate,3617,12.0,furniture/equipment,good,27.08.2021
769,63.0,male,1.0,own,little,,1655,12.0,radio/TV,good,28.08.2021
770,26.0,female,2.0,rent,,little,2812,24.0,car,good,29.08.2021
771,25.0,female,3.0,own,little,little,8065,36.0,education,bad,30.08.2021
772,36.0,male,3.0,own,little,,3275,21.0,car,good,31.08.2021
773,52.0,male,2.0,own,moderate,,2223,24.0,radio/TV,good,01.09.2021
774,66.0,male,0.0,free,quite rich,rich,1480,12.0,car,good,02.09.2021
775,25.0,female,2.0,rent,,little,1371,24.0,car,bad,03.09.2021
776,37.0,male,2.0,own,little,,3535,36.0,car,good,04.09.2021
777,25.0,female,2.0,own,little,little,3509,18.0,radio/TV,good,05.09.2021
778,38.0,male,3.0,own,rich,,5711,36.0,car,good,06.09.2021
779,67.0,female,2.0,own,little,moderate,3872,18.0,repairs,good,07.09.2021
780,25.0,male,2.0,own,little,moderate,4933,39.0,radio/TV,bad,08.09.2021
781,60.0,male,2.0,own,rich,,1940,24.0,car,good,09.09.2021
782,31.0,male,1.0,own,little,moderate,1410,12.0,education,good,10.09.2021
783,23.0,female,1.0,own,moderate,moderate,836,12.0,car,bad,11.09.2021
784,60.0,male,3.0,own,,moderate,6468,20.0,car,good,12.09.2021
785,35.0,male,1.0,own,rich,moderate,1941,18.0,business,good,13.09.2021
786,40.0,male,2.0,own,quite rich,,2675,22.0,radio/TV,good,14.09.2021
787,38.0,male,2.0,own,,,2751,48.0,car,good,15.09.2021
788,50.0,male,2.0,free,little,moderate,6224,48.0,education,bad,16.09.2021
789,27.0,male,2.0,own,little,little,5998,40.0,education,bad,17.09.2021
790,39.0,female,2.0,own,little,moderate,1188,21.0,business,bad,18.09.2021
791,41.0,male,3.0,own,,,6313,24.0,car,good,19.09.2021
792,27.0,male,2.0,own,,,1221,6.0,furniture/equipment,good,20.09.2021
793,51.0,male,2.0,free,little,rich,2892,24.0,furniture/equipment,good,21.09.2021
794,32.0,male,2.0,rent,quite rich,,3062,24.0,furniture/equipment,good,22.09.2021
795,22.0,female,2.0,rent,moderate,,2301,9.0,furniture/equipment,good,23.09.2021
796,51.0,male,2.0,free,,little,7511,18.0,car,bad,24.09.2021
797,22.0,female,1.0,rent,little,,1258,12.0,furniture/equipment,good,25.09.2021
798,54.0,male,2.0,own,,,717,24.0,car,good,26.09.2021
799,35.0,male,0.0,own,,moderate,1549,9.0,car,good,27.09.2021
800,54.0,male,2.0,free,little,,1597,24.0,education,good,28.09.2021
801,48.0,female,1.0,rent,little,moderate,1795,18.0,radio/TV,good,29.09.2021
802,24.0,female,2.0,own,little,little,4272,20.0,furniture/equipment,good,30.09.2021
803,35.0,male,2.0,own,,,976,12.0,radio/TV,good,01.10.2021
804,24.0,female,0.0,rent,,moderate,7472,12.0,car,good,02.10.2021
805,24.0,male,2.0,own,little,little,9271,36.0,car,bad,03.10.2021
806,26.0,male,1.0,own,little,moderate,590,6.0,radio/TV,good,04.10.2021
807,65.0,male,2.0,own,,,930,12.0,radio/TV,good,05.10.2021
808,55.0,male,3.0,free,little,moderate,9283,42.0,car,good,06.10.2021
809,26.0,female,0.0,rent,little,moderate,1778,15.0,car,bad,07.10.2021
810,26.0,male,2.0,own,little,moderate,907,8.0,business,good,08.10.2021
811,28.0,male,1.0,own,little,moderate,484,6.0,radio/TV,good,09.10.2021
812,24.0,male,2.0,own,little,little,9629,36.0,car,bad,10.10.2021
813,54.0,male,2.0,own,little,little,3051,48.0,domestic appliances,bad,11.10.2021
814,46.0,male,2.0,free,little,little,3931,48.0,car,bad,12.10.2021
815,54.0,female,2.0,rent,little,moderate,7432,36.0,car,good,13.10.2021
816,62.0,male,2.0,own,quite rich,,,6.0,domestic appliances,good,14.10.2021
817,24.0,female,2.0,rent,little,,,6.0,radio/TV,good,15.10.2021
818,43.0,male,3.0,own,little,little,,36.0,vacation/others,good,16.10.2021
819,26.0,male,2.0,own,little,little,,18.0,radio/TV,bad,17.10.2021
820,27.0,male,2.0,own,little,,,12.0,car,good,18.10.2021
821,24.0,male,2.0,own,little,rich,,12.0,radio/TV,good,19.10.2021
822,41.0,male,2.0,own,little,little,,36.0,furniture/equipment,bad,20.10.2021
823,47.0,male,1.0,own,little,little,,8.0,car,good,21.10.2021
824,35.0,male,3.0,own,little,,,18.0,furniture/equipment,good,22.10.2021
825,30.0,male,2.0,own,little,little,,21.0,car,good,23.10.2021
826,33.0,female,2.0,rent,little,little,,18.0,car,bad,24.10.2021
827,36.0,male,2.0,own,little,,,18.0,business,bad,25.10.2021
828,47.0,male,2.0,free,,little,8335,36.0,car,bad,26.10.2021
829,38.0,male,2.0,free,,moderate,6681,48.0,business,good,27.10.2021
830,44.0,male,2.0,own,quite rich,,2375,24.0,business,good,28.10.2021
831,23.0,female,2.0,rent,little,little,a,18.0,car,bad,29.10.2021
832,29.0,male,2.0,rent,little,little,11816,45.0,business,bad,30.10.2021
833,42.0,female,2.0,own,,moderate,5084,24.0,radio/TV,good,31.10.2021
834,25.0,female,1.0,own,little,rich,2327,15.0,radio/TV,bad,01.11.2021
835,48.0,male,2.0,own,little,little,1082,12.0,car,bad,02.11.2021
836,21.0,female,2.0,own,,,886,12.0,radio/TV,good,03.11.2021
837,23.0,female,1.0,rent,little,,601,4.0,furniture/equipment,good,04.11.2021
838,63.0,male,2.0,own,little,little,2957,24.0,car,good,05.11.2021
839,46.0,male,2.0,own,little,,2611,24.0,radio/TV,good,06.11.2021
840,29.0,male,2.0,own,little,little,5179,36.0,furniture/equipment,bad,07.11.2021
841,28.0,male,1.0,own,little,,2993,21.0,car,good,08.11.2021
842,23.0,female,2.0,own,little,,1943,18.0,repairs,bad,09.11.2021
843,50.0,male,2.0,own,little,,1559,24.0,business,good,10.11.2021
844,47.0,male,2.0,own,little,,3422,18.0,furniture/equipment,good,11.11.2021
845,35.0,male,2.0,own,,moderate,3976,21.0,furniture/equipment,good,12.11.2021
846,68.0,male,2.0,rent,,,6761,18.0,car,bad,13.11.2021
847,28.0,male,2.0,own,little,,1249,24.0,car,good,14.11.2021
848,59.0,male,2.0,own,little,little,1364,9.0,radio/TV,good,15.11.2021
849,57.0,male,1.0,own,little,little,709,12.0,radio/TV,bad,16.11.2021
850,33.0,male,2.0,rent,little,little,2235,20.0,car,bad,17.11.2021
851,43.0,male,2.0,own,,,4042,24.0,car,good,18.11.2021
852,35.0,male,2.0,free,little,,1471,15.0,radio/TV,good,19.11.2021
853,32.0,male,1.0,free,little,little,1442,18.0,car,bad,20.11.2021
854,45.0,male,2.0,own,little,,10875,36.0,car,good,21.11.2021
855,33.0,male,2.0,own,moderate,,1474,24.0,car,good,22.11.2021
856,40.0,female,2.0,own,,,894,10.0,education,good,23.11.2021
857,28.0,male,2.0,free,little,,3343,15.0,furniture/equipment,good,24.11.2021
858,29.0,female,2.0,own,little,little,3959,15.0,car,bad,25.11.2021
859,26.0,male,2.0,rent,moderate,,3577,9.0,car,good,26.11.2021
860,27.0,male,2.0,own,rich,,5804,24.0,car,good,27.11.2021
861,28.0,male,2.0,own,little,,2169,18.0,business,bad,28.11.2021
862,35.0,female,2.0,own,little,little,2439,24.0,radio/TV,bad,29.11.2021
863,32.0,male,1.0,own,rich,,4526,27.0,furniture/equipment,good,30.11.2021
864,25.0,male,1.0,rent,little,,2210,10.0,furniture/equipment,bad,01.12.2021
865,20.0,female,2.0,rent,quite rich,,2221,15.0,furniture/equipment,good,02.12.2021
866,27.0,female,2.0,own,little,little,2389,18.0,radio/TV,good,03.12.2021
867,42.0,male,2.0,own,little,,a,12.0,furniture/equipment,good,04.12.2021
868,37.0,male,2.0,own,,,7409,36.0,business,good,05.12.2021
869,24.0,female,2.0,rent,little,little,652,12.0,furniture/equipment,good,06.12.2021
870,40.0,female,2.0,own,quite rich,,7678,36.0,furniture/equipment,good,07.12.2021
871,46.0,male,2.0,own,little,rich,1343,6.0,car,good,08.12.2021
872,26.0,male,2.0,own,moderate,little,1382,24.0,business,good,09.12.2021
873,24.0,female,2.0,own,,,874,15.0,domestic appliances,good,10.12.2021
874,29.0,male,1.0,own,little,little,3590,12.0,furniture/equipment,good,11.12.2021
875,40.0,female,2.0,own,rich,moderate,1322,11.0,car,good,12.12.2021
876,36.0,male,3.0,free,little,little,1940,18.0,radio/TV,good,13.12.2021
877,28.0,male,2.0,own,little,,3595,36.0,radio/TV,good,14.12.2021
878,27.0,male,3.0,free,little,little,1422,9.0,car,bad,15.12.2021
879,36.0,male,2.0,own,,,6742,30.0,radio/TV,good,16.12.2021
880,38.0,male,3.0,own,little,,7814,24.0,car,good,17.12.2021
881,48.0,male,2.0,free,,,9277,24.0,car,good,18.12.2021
882,36.0,male,2.0,own,,moderate,2181,30.0,car,good,19.12.2021
883,65.0,female,0.0,own,little,,1098,18.0,radio/TV,good,20.12.2021
884,43.0,male,2.0,own,little,moderate,a,24.0,furniture/equipment,bad,21.12.2021
885,53.0,female,2.0,own,little,little,795,12.0,education,bad,22.12.2021
886,34.0,male,2.0,own,,moderate,2825,24.0,business,good,23.12.2021
887,23.0,male,2.0,own,little,moderate,15672,48.0,business,bad,24.12.2021
888,34.0,male,3.0,own,little,,6614,36.0,car,good,25.12.2021
889,40.0,male,2.0,rent,,,7824,28.0,car,good,26.12.2021
890,43.0,male,3.0,own,little,little,2442,27.0,business,good,27.12.2021
891,46.0,male,2.0,own,little,,1829,15.0,radio/TV,good,28.12.2021
892,38.0,male,1.0,own,little,little,2171,12.0,car,good,29.12.2021
893,34.0,male,2.0,own,little,moderate,5800,36.0,car,good,30.12.2021
894,29.0,male,2.0,own,qwerty,,1169,18.0,radio/TV,good,31.12.2021
895,31.0,male,3.0,own,,,8947,36.0,car,good,01.01.2022
896,28.0,female,3.0,rent,little,little,2606,21.0,radio/TV,good,02.01.2022
897,35.0,female,2.0,own,rich,,1592,12.0,furniture/equipment,good,03.01.2022
898,33.0,female,1.0,rent,,,2186,15.0,furniture/equipment,good,04.01.2022
899,42.0,male,2.0,own,little,little,4153,18.0,furniture/equipment,bad,05.01.2022
900,43.0,male,2.0,rent,little,little,2625,16.0,car,bad,06.01.2022
901,44.0,male,2.0,own,,,3485,20.0,car,good,07.01.2022
902,42.0,male,2.0,free,,,10477,36.0,car,good,08.01.2022
903,40.0,male,2.0,rent,,,1386,15.0,radio/TV,good,09.01.2022
904,36.0,male,3.0,own,little,,1278,24.0,radio/TV,good,10.01.2022
905,20.0,male,3.0,rent,little,little,1107,12.0,radio/TV,good,11.01.2022
906,24.0,male,1.0,own,,little,3763,21.0,car,good,12.01.2022
907,27.0,male,2.0,own,,moderate,3711,36.0,education,good,13.01.2022
908,46.0,female,1.0,own,little,,3594,15.0,car,good,14.01.2022
909,33.0,female,1.0,own,,moderate,3195,9.0,car,good,15.01.2022
910,34.0,female,2.0,own,little,,4454,36.0,radio/TV,good,16.01.2022
911,25.0,female,1.0,own,little,moderate,4736,24.0,furniture/equipment,bad,17.01.2022
912,25.0,female,2.0,own,,moderate,2991,30.0,radio/TV,good,18.01.2022
913,28.0,male,2.0,own,rich,,2142,11.0,business,good,19.01.2022
914,31.0,male,2.0,rent,little,little,3161,24.0,business,bad,20.01.2022
915,32.0,female,3.0,own,little,moderate,18424,48.0,vacation/others,bad,21.01.2022
916,32.0,male,2.0,own,moderate,,2848,10.0,car,good,22.01.2022
917,68.0,male,3.0,own,little,little,14896,6.0,car,bad,23.01.2022
918,33.0,male,2.0,own,moderate,little,2359,24.0,furniture/equipment,bad,24.01.2022
919,39.0,male,3.0,rent,little,little,3345,24.0,furniture/equipment,bad,25.01.2022
920,28.0,female,2.0,own,little,,1817,18.0,furniture/equipment,good,26.01.2022
921,37.0,male,3.0,own,quite rich,,12749,48.0,radio/TV,good,27.01.2022
922,22.0,female,2.0,rent,little,little,1366,9.0,radio/TV,bad,28.01.2022
923,30.0,male,2.0,rent,little,moderate,2002,12.0,car,good,29.01.2022
924,55.0,male,2.0,own,little,little,6872,24.0,furniture/equipment,bad,30.01.2022
925,46.0,male,2.0,own,little,little,697,12.0,car,bad,31.01.2022
926,21.0,female,2.0,rent,little,little,1049,18.0,furniture/equipment,good,01.02.2022
927,39.0,male,2.0,free,little,little,10297,48.0,car,bad,02.02.2022
928,58.0,male,2.0,own,,,1867,30.0,radio/TV,good,03.02.2022
929,43.0,male,1.0,own,little,little,1344,12.0,car,good,04.02.2022
930,24.0,male,1.0,own,little,little,1747,24.0,furniture/equipment,good,05.02.2022
931,22.0,female,2.0,own,little,moderate,1670,9.0,radio/TV,bad,06.02.2022
932,30.0,male,2.0,own,little,,1224,9.0,car,good,07.02.2022
933,42.0,male,2.0,own,quite rich,,522,12.0,radio/TV,good,08.02.2022
934,23.0,female,2.0,own,little,little,1498,12.0,radio/TV,good,09.02.2022
935,30.0,male,3.0,own,moderate,moderate,1919,30.0,radio/TV,bad,10.02.2022
936,28.0,female,1.0,own,little,rich,745,9.0,radio/TV,bad,11.02.2022
937,30.0,male,3.0,rent,little,moderate,2063,6.0,radio/TV,good,12.02.2022
938,42.0,male,2.0,free,little,moderate,a,60.0,education,bad,13.02.2022
939,46.0,male,3.0,own,,,6842,24.0,car,good,14.02.2022
940,45.0,male,3.0,own,,,3527,12.0,car,good,15.02.2022
941,31.0,male,1.0,own,little,,1546,10.0,car,good,16.02.2022
942,31.0,male,2.0,own,,,929,24.0,furniture/equipment,good,17.02.2022
943,42.0,male,1.0,own,little,,1455,4.0,car,good,18.02.2022
944,46.0,female,2.0,rent,little,little,1845,15.0,furniture/equipment,good,19.02.2022
945,30.0,female,2.0,own,quite rich,moderate,8358,48.0,car,good,20.02.2022
946,30.0,male,2.0,free,quite rich,little,3349,24.0,furniture/equipment,bad,21.02.2022
947,38.0,male,3.0,own,,,2859,12.0,car,good,22.02.2022
948,43.0,male,1.0,own,little,,1533,18.0,furniture/equipment,bad,23.02.2022
949,31.0,male,2.0,own,moderate,,3621,24.0,radio/TV,bad,24.02.2022
950,40.0,male,0.0,own,little,moderate,3590,18.0,business,good,25.02.2022
951,24.0,male,2.0,own,little,little,2145,36.0,business,bad,26.02.2022
952,28.0,female,2.0,rent,quite rich,moderate,4113,24.0,car,bad,27.02.2022
953,26.0,female,3.0,own,little,,10974,36.0,furniture/equipment,bad,28.02.2022
954,29.0,female,2.0,own,little,little,1893,12.0,car,good,01.03.2022
955,57.0,female,3.0,rent,rich,little,1231,24.0,radio/TV,good,02.03.2022
956,49.0,male,1.0,own,,rich,3656,30.0,radio/TV,good,03.03.2022
957,37.0,male,1.0,own,little,moderate,1154,9.0,radio/TV,good,04.03.2022
958,45.0,male,1.0,own,little,little,4006,28.0,car,bad,05.03.2022
959,30.0,male,2.0,free,moderate,moderate,3069,24.0,furniture/equipment,good,06.03.2022
960,30.0,male,2.0,rent,little,,1740,6.0,radio/TV,good,07.03.2022
961,47.0,male,2.0,own,little,moderate,2353,21.0,car,good,08.03.2022
962,29.0,male,2.0,own,,,3556,15.0,car,good,09.03.2022
963,35.0,male,2.0,own,quite rich,,2397,24.0,radio/TV,bad,10.03.2022
964,22.0,male,1.0,own,little,moderate,454,6.0,repairs,good,11.03.2022
965,26.0,female,2.0,own,,moderate,1715,30.0,radio/TV,good,12.03.2022
966,23.0,male,1.0,own,quite rich,moderate,2520,27.0,radio/TV,bad,13.03.2022
967,54.0,female,3.0,rent,little,,3568,15.0,radio/TV,good,14.03.2022
968,29.0,male,2.0,rent,,,7166,42.0,radio/TV,good,15.03.2022
969,40.0,male,1.0,own,little,little,3939,11.0,car,good,16.03.2022
970,22.0,male,2.0,own,moderate,moderate,1514,15.0,repairs,good,17.03.2022
971,43.0,male,1.0,own,little,,7393,24.0,car,good,18.03.2022
972,29.0,female,0.0,rent,little,little,1193,24.0,car,bad,19.03.2022
973,36.0,male,2.0,rent,little,little,7297,60.0,business,bad,20.03.2022
974,33.0,female,2.0,own,little,,2831,30.0,radio/TV,good,21.03.2022
975,57.0,female,1.0,own,quite rich,rich,1258,24.0,radio/TV,good,22.03.2022
976,64.0,female,2.0,own,little,moderate,753,6.0,radio/TV,good,23.03.2022
977,42.0,male,2.0,own,,moderate,2427,18.0,business,good,24.03.2022
978,47.0,male,1.0,own,little,,2538,24.0,car,bad,25.03.2022
979,25.0,male,2.0,rent,moderate,moderate,1264,15.0,car,bad,26.03.2022
980,49.0,male,2.0,own,little,moderate,8386,30.0,furniture/equipment,bad,27.03.2022
981,33.0,male,3.0,rent,little,,4844,48.0,business,bad,28.03.2022
982,28.0,female,3.0,own,moderate,rich,2923,21.0,car,good,29.03.2022
983,26.0,male,2.0,own,little,little,8229,36.0,car,bad,30.03.2022
984,30.0,male,1.0,own,little,,2028,24.0,furniture/equipment,good,31.03.2022
985,25.0,female,2.0,rent,little,little,1433,15.0,furniture/equipment,good,01.04.2022
986,33.0,male,2.0,own,little,rich,6289,42.0,business,good,02.04.2022
987,64.0,female,2.0,own,moderate,,1409,13.0,radio/TV,good,03.04.2022
988,29.0,male,3.0,free,little,little,6579,24.0,car,good,04.04.2022
989,48.0,male,1.0,own,little,moderate,1743,24.0,radio/TV,good,05.04.2022
990,37.0,male,1.0,own,,,3565,12.0,education,good,06.04.2022
991,34.0,male,1.0,own,moderate,,1569,15.0,radio/TV,good,07.04.2022
992,23.0,male,1.0,rent,,little,1936,18.0,radio/TV,good,08.04.2022
993,30.0,male,3.0,own,little,little,3959,36.0,furniture/equipment,good,09.04.2022
994,50.0,male,2.0,own,,,2390,12.0,car,good,10.04.2022
995,31.0,female,1.0,own,little,,1736,12.0,furniture/equipment,good,11.04.2022
996,40.0,male,3.0,own,little,little,3857,30.0,car,good,12.04.2022
997,38.0,male,2.0,own,little,,804,12.0,radio/TV,good,13.04.2022
998,23.0,male,2.0,free,little,little,1845,45.0,radio/TV,bad,14.04.2022
999,27.0,male,2.0,own,moderate,moderate,4576,45.0,car,good,15.04.2022
