tips,lem_words,lem_tags,word_tags,lng,lat,polarity_pred
"Fast, friendly service & delicious lamachun!",fast friendly service delicious lamachun,JJ JJ NN JJ NN,"[fast/JJ, friendly/JJ, service/NN, delicious/JJ, lamachun/NN]",51.4810230661,-0.0100105553734,2
Çöp şiş 👍,çöp şiş,NN NN,"[çöp/NN, şiş/NN]",51.5795350916,0.0244537319273,2
Amazing Turkish food in the heart of New Cross. The Lamb Beyti (minced lamb wrapped in tortilla) was delightful.,amazing turkish food heart new cross lamb beyti mince lamb wrapped tortilla be delightful,JJ NN NN NN JJ NN NN VB VB NN VB NN VB JJ,"[amazing/JJ, turkish/NN, food/NN, heart/NN, new/JJ, cross/NN, lamb/NN, beyti/VB, mince/VB, lamb/NN, wrapped/VB, tortilla/NN, be/VB, delightful/JJ]",51.4759630238,-0.0343059389821,2
Best Turkish restaurant in London. Must be visited by all meat&kebab  lovers....,best turkish restaurant london be visit meat kebab lover,RB JJ NN NN VB VB NN NN NN,"[best/RB, turkish/JJ, restaurant/NN, london/NN, be/VB, visit/VB, meat/NN, kebab/NN, lover/NN]",51.5928259708,0.0261329477212,2
Et yemekleri muhteşem ve tabii ki türk çayı..,et yemekleri muhteşem ve tabii ki türk çayı,RB NN NN NN NN NN NN NN,"[et/RB, yemekleri/NN, muhteşem/NN, ve/NN, tabii/NN, ki/NN, türk/NN, çayı/NN]",51.5217479718,-0.0467521713413,2
"Half Turkish grill, half East London breakfast joint. Reasonably priced. Turkish tasting coffee. Great poached eggs. Enjoying the outside seating.",half turkish grill half east london breakfast joint reasonably price turkish taste coffee great poached egg enjoy outside seating,NN NN NN NN RB NN NN JJ RB VB NN VB NN JJ JJ NN VB JJ NN,"[half/NN, turkish/NN, grill/NN, half/NN, east/RB, london/NN, breakfast/NN, joint/JJ, reasonably/RB, price/VB, turkish/NN, taste/VB, coffee/NN, great/JJ, poached/JJ, egg/NN, enjoy/VB, outside/JJ, seating/NN]",51.552613,-0.044171,2
"Lunch deal was very good value and the chicken beyti was tasty, but came with rice only which was rather disappointing - some salad would be good! Generally a bit of a ""no frills"" meal.",lunch deal be very good value chicken beyti be tasty come rice only be rather disappointing salad be good generally bit no frill meal,NN NN VB RB JJ NN NN NN VB JJ VB NN RB VB RB JJ NN VB JJ RB NN RB NN NN,"[lunch/NN, deal/NN, be/VB, very/RB, good/JJ, value/NN, chicken/NN, beyti/NN, be/VB, tasty/JJ, come/VB, rice/NN, only/RB, be/VB, rather/RB, disappointing/JJ, salad/NN, be/VB, good/JJ, generally/RB, bit/NN, no/RB, frill/NN, meal/NN]",51.4760598104,-0.0186096026542,2
Try the Adana kebab or lahmacun!,try adana kebab lahmacun,VB NN NN VB,"[try/VB, adana/NN, kebab/NN, lahmacun/VB]",51.55155696,0.04978874,2
"Very decent Turkish and Middle-eastern food at this family run restaurant. They even used to do English food, but stopped recently. Great place in Greenwich for a quick bite.",very decent turkish middle eastern food family run restaurant even used do english food stop recently great place greenwich quick bite,RB JJ NN JJ JJ NN NN NN NN RB VB VB NN NN VB RB JJ NN NN JJ NN,"[very/RB, decent/JJ, turkish/NN, middle/JJ, eastern/JJ, food/NN, family/NN, run/NN, restaurant/NN, even/RB, used/VB, do/VB, english/NN, food/NN, stop/VB, recently/RB, great/JJ, place/NN, greenwich/NN, quick/JJ, bite/NN]",51.4814126071,-0.0100447374219,2
A sweet Turkish family restaurant cafe- the lentil soup is DIVINE,sweet turkish family restaurant cafe lentil soup be divine,JJ JJ NN NN NN JJ NN VB JJ,"[sweet/JJ, turkish/JJ, family/NN, restaurant/NN, cafe/NN, lentil/JJ, soup/NN, be/VB, divine/JJ]",51.537249068,-0.0445116108573,2
PLEASE LEAVE THE PREMISES QUIETLY,please leave premise quietly,NN VB NN RB,"[please/NN, leave/VB, premise/NN, quietly/RB]",51.5118809184,-0.0279354861092,2
"One of my favourite restaurants in SE London. Amazing Turkish food, not expensive.",favourite restaurant london amazing turkish food not expensive,JJ NN NN JJ NN NN RB JJ,"[favourite/JJ, restaurant/NN, london/NN, amazing/JJ, turkish/NN, food/NN, not/RB, expensive/JJ]",51.4507589986,0.0579818639304,2
Good Ukrainian restaurant,good ukrainian restaurant,JJ JJ NN,"[good/JJ, ukrainian/JJ, restaurant/NN]",51.5196702157,0.0168477301561,2
Mindblowing veg manchurian,mindblow veg manchurian,VB NN JJ,"[mindblow/VB, veg/NN, manchurian/JJ]",51.5425715133,0.0501072290019,2
Get a slice vegan chocolate cake & a soya latte while waiting for your tattoo appointment next door at Kids Love Ink.,get slice vegan chocolate cake soya latte wait tattoo appointment next door kid love ink,VB NN JJ NN NN NN NN VB NN NN JJ NN NN VB NN,"[get/VB, slice/NN, vegan/JJ, chocolate/NN, cake/NN, soya/NN, latte/NN, wait/VB, tattoo/NN, appointment/NN, next/JJ, door/NN, kid/NN, love/VB, ink/NN]",51.479071564,-0.026118800144,2
"I really love that smell of squashed fruit when you walk in, my favorite are citrus juice cleanse",really love smell squashed fruit walk favorite be citrus juice cleanse,RB VB NN JJ NN VB JJ VB JJ NN VB,"[really/RB, love/VB, smell/NN, squashed/JJ, fruit/NN, walk/VB, favorite/JJ, be/VB, citrus/JJ, juice/NN, cleanse/VB]",51.4817855631,-0.0100208554333,2
Great vegan and vegetarian junk food! On Sunday they offer brunch with vegan chicken and waffles.,great vegan vegetarian junk food sunday offer brunch vegan chicken waffle,JJ NN JJ NN NN NN VB NN JJ NN NN,"[great/JJ, vegan/NN, vegetarian/JJ, junk/NN, food/NN, sunday/NN, offer/VB, brunch/NN, vegan/JJ, chicken/NN, waffle/NN]",51.474757,-0.025102,2
"Don't let the unmarked back alley scare you, this is one of the best brunch cafes in London! Cosy, off the street, friendly, and great seating inside and outside. Go early.",don let unmarked back alley scare be best brunch cafe london cosy street friendly great seating inside go early,VB VB JJ NN NN VB VB JJ NN NN NN JJ NN JJ JJ NN NN VB RB,"[don/VB, let/VB, unmarked/JJ, back/NN, alley/NN, scare/VB, be/VB, best/JJ, brunch/NN, cafe/NN, london/NN, cosy/JJ, street/NN, friendly/JJ, great/JJ, seating/NN, inside/NN, go/VB, early/RB]",51.5472858808,-0.0469360076386,2
"The Toasties are amazing (but expensive). Go with Natura if you have nowhere else to go, otherwise I recommend trying Birdie Num Nums or Chinwag.",toasty be amazing expensive go natura have nowhere else go otherwise recommend try birdie num num chinwag,NN VB JJ JJ NN NN VB RB JJ VB RB NN VB NN NN NN VB,"[toasty/NN, be/VB, amazing/JJ, expensive/JJ, go/NN, natura/NN, have/VB, nowhere/RB, else/JJ, go/VB, otherwise/RB, recommend/NN, try/VB, birdie/NN, num/NN, num/NN, chinwag/VB]",51.4745489632,-0.0362451223661,2
Bombay chicken wings. Quite possibly the best wings I've ever eaten!,bombay chicken wing quite possibly best wing ve ever eat,JJ NN NN RB RB JJ NN NN RB VB,"[bombay/JJ, chicken/NN, wing/NN, quite/RB, possibly/RB, best/JJ, wing/NN, ve/NN, ever/RB, eat/VB]",51.5472006629,-0.0246002492983,2
Tasty all the way,tasty way,JJ NN,"[tasty/JJ, way/NN]",51.5649907137,0.0566470459478,2
Student discount for any purchase. Pay by card above £5.,student discount purchase pay card,NN NN NN NN NN,"[student/NN, discount/NN, purchase/NN, pay/NN, card/NN]",51.5248381249,-0.0352921448321,2
"Classy and cool bar in Woolwich with live jazz, great beer and food",classy cool bar live jazz great beer food,JJ JJ NN JJ NN JJ NN NN,"[classy/JJ, cool/JJ, bar/NN, live/JJ, jazz/NN, great/JJ, beer/NN, food/NN]",51.4900758335,0.0681307884468,2
Buy a jug!,buy jug,VB NN,"[buy/VB, jug/NN]",51.5310933731,0.0386446818636,2
"Roof top bar, cool setting, loads of seating, great views! Outdoor cinema, bowls, mini golf, baseball, roller disco, buy tix online. Food pop-ups, cocktail bar. Great for big groups and dates alike!",roof top bar cool setting load seating great view outdoor cinema bowl mini golf baseball roller disco buy tix online food pop up cocktail bar great big group date alike,NN NN NN NN NN NN NN JJ NN JJ NN NN VB NN NN NN NN NN NN JJ NN NN NN NN NN JJ JJ NN NN RB,"[roof/NN, top/NN, bar/NN, cool/NN, setting/NN, load/NN, seating/NN, great/JJ, view/NN, outdoor/JJ, cinema/NN, bowl/NN, mini/VB, golf/NN, baseball/NN, roller/NN, disco/NN, buy/NN, tix/NN, online/JJ, food/NN, pop/NN, up/NN, cocktail/NN, bar/NN, great/JJ, big/JJ, group/NN, date/NN, alike/RB]",51.5418720922,-0.00119615665085,2
Probably my favourite pub. So homely and cosy. And you can play pool and pinball and board games,probably favourite pub so homely cosy play pool pinball board game,RB JJ NN RB JJ JJ VB NN NN NN NN,"[probably/RB, favourite/JJ, pub/NN, so/RB, homely/JJ, cosy/JJ, play/VB, pool/NN, pinball/NN, board/NN, game/NN]",51.4961593828,-0.017447584722,2
Craft beer,craft beer,JJ NN,"[craft/JJ, beer/NN]",51.5555272734,0.0187135850611,2
"Great food, friendly atmosphere. The staff are full of banter, beers are reasonably priced and its cosy overall. Easy 10/10",great food friendly atmosphere staff be full banter beer be reasonably price cosy overall easy,JJ NN JJ NN NN VB JJ NN NN VB RB VB JJ JJ NN,"[great/JJ, food/NN, friendly/JJ, atmosphere/NN, staff/NN, be/VB, full/JJ, banter/NN, beer/NN, be/VB, reasonably/RB, price/VB, cosy/JJ, overall/JJ, easy/NN]",51.4921561287,-0.0241664714627,2
"Nice spot for a drink on a sunny day. Wait for the wake boarders, and watch them fall in. Tee hee.",nice spot drink sunny day wait wake boarder watch fall tee hee,JJ NN NN JJ NN NN NN NN VB VB NN NN,"[nice/JJ, spot/NN, drink/NN, sunny/JJ, day/NN, wait/NN, wake/NN, boarder/NN, watch/VB, fall/VB, tee/NN, hee/NN]",51.5064629811,0.0174042584539,2
Bring back the Dough Balls otherwise best bar in Royal Woolwich,bring dough ball otherwise best bar royal,VB NN NN RB JJ NN JJ,"[bring/VB, dough/NN, ball/NN, otherwise/RB, best/JJ, bar/NN, royal/JJ]",51.4921981905,0.0714564141018,2
"My favourite place in the East End. Great food, awesome staff, a good pint and the crowd is always chilled and friendly. An absolute gem hidden down a quiet suburban road.",favourite place east end great food awesome staff good pint crowd be always chill friendly absolute gem hide quiet suburban road,JJ NN JJ NN JJ NN JJ NN JJ NN NN VB RB VB JJ JJ NN VB JJ JJ NN,"[favourite/JJ, place/NN, east/JJ, end/NN, great/JJ, food/NN, awesome/JJ, staff/NN, good/JJ, pint/NN, crowd/NN, be/VB, always/RB, chill/VB, friendly/JJ, absolute/JJ, gem/NN, hide/VB, quiet/JJ, suburban/JJ, road/NN]",51.5279079433,-0.0309351400684,2
Get the pistachios - the best £2.50 you'll ever spend on a bar snack!,get pistachio best ll ever spend bar snack,VB NN JJ VB RB VB NN NN,"[get/VB, pistachio/NN, best/JJ, ll/VB, ever/RB, spend/VB, bar/NN, snack/NN]",51.5018310121,-0.00777877734527,2
Lovely beers and bar staff,lovely beer bar staff,JJ NN NN NN,"[lovely/JJ, beer/NN, bar/NN, staff/NN]",51.4895678225,0.00857507908913,2
Great bar and the Timothy Taylor Landlord is spot on...,great bar timothy taylor landlord be spot,JJ NN JJ NN NN VB NN,"[great/JJ, bar/NN, timothy/JJ, taylor/NN, landlord/NN, be/VB, spot/NN]",51.5088799722,-0.0338766053863,2
"Superb gastro pub in the heart of Royal Arsenal Riverside dwelling. Great atmosphere, very mature crowd and music just the right levels for a good chat with mates.",superb gastro pub heart royal arsenal riverside dwelling great atmosphere very mature crowd music just right level good chat mate,JJ NN NN NN JJ NN NN NN JJ NN RB JJ NN NN RB JJ NN JJ NN NN,"[superb/JJ, gastro/NN, pub/NN, heart/NN, royal/JJ, arsenal/NN, riverside/NN, dwelling/NN, great/JJ, atmosphere/NN, very/RB, mature/JJ, crowd/NN, music/NN, just/RB, right/JJ, level/NN, good/JJ, chat/NN, mate/NN]",51.4922711725,0.0699279682255,2
Fantastic food and very cozy atmosphere during the day. Very lively at night.,fantastic food very cozy atmosphere day very lively night,JJ NN RB JJ NN NN RB JJ NN,"[fantastic/JJ, food/NN, very/RB, cozy/JJ, atmosphere/NN, day/NN, very/RB, lively/JJ, night/NN]",51.4730230537,0.140822060052,2
Lovely beer in a local Wetherspoons which also features a war memorial.,lovely beer local wetherspoon also feature war memorial,JJ NN JJ NN RB VB NN NN,"[lovely/JJ, beer/NN, local/JJ, wetherspoon/NN, also/RB, feature/VB, war/NN, memorial/NN]",51.5334055398,0.0563794606527,2
"Nice cozy place for food before a show,but also on its own.The delicious wild mushroom soup was a generous portion accompanied by sourdough bread and the meat platter was very fresh.Good value!",nice cozy place food show also own delicious wild mushroom soup be generous portion accompany sourdough bread meat platter be very fresh good value,JJ JJ NN NN NN RB JJ JJ JJ NN NN VB JJ NN VB JJ NN NN JJ VB RB JJ JJ NN,"[nice/JJ, cozy/JJ, place/NN, food/NN, show/NN, also/RB, own/JJ, delicious/JJ, wild/JJ, mushroom/NN, soup/NN, be/VB, generous/JJ, portion/NN, accompany/VB, sourdough/JJ, bread/NN, meat/NN, platter/JJ, be/VB, very/RB, fresh/JJ, good/JJ, value/NN]",51.479523017,-0.00985992503387,2
Awesome bar. Distillery right there great lights and tables etc,awesome bar distillery right there great light table etc,JJ NN NN RB RB JJ NN NN VB,"[awesome/JJ, bar/NN, distillery/NN, right/RB, there/RB, great/JJ, light/NN, table/NN, etc/VB]",51.5320046048,-0.0415079265058,2
History of the bar and neighborhood on all the walls.,history bar neighborhood wall,NN NN NN NN,"[history/NN, bar/NN, neighborhood/NN, wall/NN]",51.4969490861,-0.034324989801,2
Best bar in Mile End. Make sure you hit the climbing wall first.,best bar mile end make sure hit climb wall first,JJ NN NN NN VB JJ VB VB NN RB,"[best/JJ, bar/NN, mile/NN, end/NN, make/VB, sure/JJ, hit/VB, climb/VB, wall/NN, first/RB]",51.5285703307,-0.0406141988617,2
Bar meals and a restaurant. Unbeatable river views and very high quality meals in the resturant,bar meal restaurant unbeatable river view very high quality meal resturant,NN NN NN JJ NN NN RB JJ NN NN NN,"[bar/NN, meal/NN, restaurant/NN, unbeatable/JJ, river/NN, view/NN, very/RB, high/JJ, quality/NN, meal/NN, resturant/NN]",51.4844798657,-0.0044615324176,2
Thought the service was excellent both in bar and restaurant. Try the English porter!,think service be excellent bar restaurant try english porter,VB NN VB JJ NN NN VB NN NN,"[think/VB, service/NN, be/VB, excellent/JJ, bar/NN, restaurant/NN, try/VB, english/NN, porter/NN]",51.4829049264,-0.00810464223826,2
I've added a picture of the bar tariff for you :),ve add picture bar tariff,NN VB NN NN NN,"[ve/NN, add/VB, picture/NN, bar/NN, tariff/NN]",51.5426447209,-0.00679869035546,2
Cheerful service with a smile. Great pies!,cheerful service smile great py,JJ NN NN JJ NN,"[cheerful/JJ, service/NN, smile/NN, great/JJ, py/NN]",51.4760897728,0.0261002387201,2
"Service was slow at the bar, but there is a nice garden, and a great room upstairs for parties/banquets.",service be slow bar be nice garden great room upstairs party banquet,NN VB VB NN VB JJ NN JJ NN NN NN NN,"[service/NN, be/VB, slow/VB, bar/NN, be/VB, nice/JJ, garden/NN, great/JJ, room/NN, upstairs/NN, party/NN, banquet/NN]",51.5415732188,-0.0379598919565,2
"Lovely interior, relaxed atmosphere, great selection of drinks, views of the river. What more can you ask for? One of the best pubs in London.",lovely interior relax atmosphere great selection drink view river more ask best pub london,JJ NN VB NN JJ NN NN NN NN JJ VB JJ NN NN,"[lovely/JJ, interior/NN, relax/VB, atmosphere/NN, great/JJ, selection/NN, drink/NN, view/NN, river/NN, more/JJ, ask/VB, best/JJ, pub/NN, london/NN]",51.4864158642,-0.000485650977134,2
Towie central.,towie central,NN JJ,"[towie/NN, central/JJ]",51.5716019261,0.184044446643,2
Busy tank bar with burgers and good atmosphere,busy tank bar burger good atmosphere,JJ NN NN NN JJ NN,"[busy/JJ, tank/NN, bar/NN, burger/NN, good/JJ, atmosphere/NN]",51.5428627496,-0.0226204134138,2
Use the bar pass app to beat the queue at the bar,use bar pass app beat queue bar,VB NN NN NN VB NN NN,"[use/VB, bar/NN, pass/NN, app/NN, beat/VB, queue/NN, bar/NN]",51.4754614955,-0.0369299882366,2
"Overpriced, shocking beer, poorly trained staff.",overpriced shocking beer poorly trained staff,JJ JJ NN RB JJ NN,"[overpriced/JJ, shocking/JJ, beer/NN, poorly/RB, trained/JJ, staff/NN]",51.5019726089,0.0043609561916,2
Love the chicken club here,love chicken club here,VB NN NN RB,"[love/VB, chicken/NN, club/NN, here/RB]",51.5704597234,0.130342382313,2
"Good food, good beer and friendly people!",good food good beer friendly person,JJ NN JJ NN JJ NN,"[good/JJ, food/NN, good/JJ, beer/NN, friendly/JJ, person/NN]",51.4851167038,0.00464427353906,2
UGNNnn double up UGNNn UGnnn,ugnnnn double ugnnn ugnnn,JJ NN NN NN,"[ugnnnn/JJ, double/NN, ugnnn/NN, ugnnn/NN]",51.540065176,0.00304188074047,2
This is a great venue for a wedding or party!! Friendly and always happy to help staff,be great venue wedding party friendly always happy help staff,VB JJ NN NN NN JJ RB JJ VB NN,"[be/VB, great/JJ, venue/NN, wedding/NN, party/NN, friendly/JJ, always/RB, happy/JJ, help/VB, staff/NN]",51.4196842411,0.0901547842748,2
"Very good food, and a nice selection of beer. Lovely and friendly atmosphere in a very spacious and traditional English pub!!! One of the best pub in East London!! Well done!!",very good food nice selection beer lovely friendly atmosphere very spacious traditional english pub best pub east london well do,RB JJ NN JJ NN NN JJ JJ NN RB JJ JJ NN NN JJ NN JJ NN RB VB,"[very/RB, good/JJ, food/NN, nice/JJ, selection/NN, beer/NN, lovely/JJ, friendly/JJ, atmosphere/NN, very/RB, spacious/JJ, traditional/JJ, english/NN, pub/NN, best/JJ, pub/NN, east/JJ, london/NN, well/RB, do/VB]",51.5235793131,-0.0107758642604,2
"Lovely pub, just lovely! Pleasant interior, nice beers, good food, fantastic atmosphere, nice tunes, lovely staff!",lovely pub just lovely pleasant interior nice beer good food fantastic atmosphere nice tune lovely staff,JJ NN RB JJ JJ JJ JJ NN JJ NN JJ NN JJ NN JJ NN,"[lovely/JJ, pub/NN, just/RB, lovely/JJ, pleasant/JJ, interior/JJ, nice/JJ, beer/NN, good/JJ, food/NN, fantastic/JJ, atmosphere/NN, nice/JJ, tune/NN, lovely/JJ, staff/NN]",51.4834098929,0.00799078170808,2
"In the summer, the boat bar is the place to go -- and has a smaller queue  :-p",summer boat bar be place go have smaller queue,NN NN NN VB NN VB VB JJ NN,"[summer/NN, boat/NN, bar/NN, be/VB, place/NN, go/VB, have/VB, smaller/JJ, queue/NN]",51.5429731625,-0.0220634260912,2
"Chicken goujouns, garlic bread, new yorker burger are just amazing",chicken goujoun garlic bread new yorker burger be just amazing,NN VB NN NN JJ NN NN VB RB JJ,"[chicken/NN, goujoun/VB, garlic/NN, bread/NN, new/JJ, yorker/NN, burger/NN, be/VB, just/RB, amazing/JJ]",51.5313856747,0.148087088874,2
Best pub for some pre match (west ham) pints. Usually have doom bar on,best pub pre match west ham pint usually have doom bar,JJ NN NN NN NN NN NN RB VB NN NN,"[best/JJ, pub/NN, pre/NN, match/NN, west/NN, ham/NN, pint/NN, usually/RB, have/VB, doom/NN, bar/NN]",51.5301955126,0.0223601455513,2
Mines a Doom Bar,mine doom bar,NN NN NN,"[mine/NN, doom/NN, bar/NN]",51.4936684097,0.0286866526127,2
Great smaller music venue with a bar at the back. Up stairs there is a bar away from the concert area. It's got nice seating and overlooks the O2 shops.,great smaller music venue bar back stair be bar away concert area get nice seating overlook shop,JJ JJ NN NN NN RB NN VB NN RB NN NN VB JJ NN VB NN,"[great/JJ, smaller/JJ, music/NN, venue/NN, bar/NN, back/RB, stair/NN, be/VB, bar/NN, away/RB, concert/NN, area/NN, get/VB, nice/JJ, seating/NN, overlook/VB, shop/NN]",51.5024317147,0.00466203052933,2
Probably the best outdoor smoking opportunity in the whole of Europe.,probably best outdoor smoking opportunity whole europe,RB JJ JJ NN NN NN NN,"[probably/RB, best/JJ, outdoor/JJ, smoking/NN, opportunity/NN, whole/NN, europe/NN]",51.524508,-0.034154,2
"Good beer, comfortable, lets dogs in (and gave us a bowl of water and dog biscuits), good £10 deal on a very good burger + a beer, and friendly staff. Staff need better communication.",good beer comfortable let dog give bowl water dog biscuit good deal very good burger beer friendly staff staff need better communication,JJ NN JJ VB NN VB NN NN NN NN JJ NN RB JJ NN NN JJ NN NN VB JJ NN,"[good/JJ, beer/NN, comfortable/JJ, let/VB, dog/NN, give/VB, bowl/NN, water/NN, dog/NN, biscuit/NN, good/JJ, deal/NN, very/RB, good/JJ, burger/NN, beer/NN, friendly/JJ, staff/NN, staff/NN, need/VB, better/JJ, communication/NN]",51.4693339802,0.0103595068169,2
"""Well stocked with beers from the nearby Meantime Brewery, this relaxed, narrow bar is popular with a young ale-drinking crowd. Chocolate and raspberry beers add a sense of fun...""",well stock beer nearby meantime brewery relax narrow bar be popular young ale drink crowd chocolate raspberry beer add sense fun,RB VB NN JJ NN NN VB JJ NN VB JJ JJ NN VB NN NN JJ NN VB NN NN,"[well/RB, stock/VB, beer/NN, nearby/JJ, meantime/NN, brewery/NN, relax/VB, narrow/JJ, bar/NN, be/VB, popular/JJ, young/JJ, ale/NN, drink/VB, crowd/NN, chocolate/NN, raspberry/JJ, beer/NN, add/VB, sense/NN, fun/NN]",51.4765870028,-0.00984179711485,2
Bar foods rubbish but the restaurant menu is very good and  great value,bar food rubbish restaurant menu be very good great value,NN NN JJ NN NN VB RB JJ JJ NN,"[bar/NN, food/NN, rubbish/JJ, restaurant/NN, menu/NN, be/VB, very/RB, good/JJ, great/JJ, value/NN]",51.4819450404,-0.00112598463407,2
"In the street where Blur's video for ""Parklife"" was filmed.",street blur video parklife be film,NN NN NN NN VB VB,"[street/NN, blur/NN, video/NN, parklife/NN, be/VB, film/VB]",51.4961290452,0.010196725386,2
Good to sit at the bar with a cold beetroot and horseradish soup and a prosecco...,good sit bar cold beetroot horseradish soup prosecco,JJ VB NN JJ NN NN NN NN,"[good/JJ, sit/VB, bar/NN, cold/JJ, beetroot/NN, horseradish/NN, soup/NN, prosecco/NN]",51.4792232885,-0.0101079090364,2
Great bar. The landlord is a great pint.,great bar landlord be great pint,JJ NN NN VB JJ NN,"[great/JJ, bar/NN, landlord/NN, be/VB, great/JJ, pint/NN]",51.5441552335,-0.0446026007986,2
"Support local musicians, buy their cd's from behind the bar.",support local musician buy cd bar,VB JJ NN VB NN NN,"[support/VB, local/JJ, musician/NN, buy/VB, cd/NN, bar/NN]",51.5351492133,-0.0331291058553,2
There's bundaberg ginger beer behind the bar.,bundaberg ginger beer bar,JJ NN NN NN,"[bundaberg/JJ, ginger/NN, beer/NN, bar/NN]",51.5678004914,0.0108576141028,2
Classy wine bar - great for@relaxing,classy wine bar great relax,JJ NN NN JJ VB,"[classy/JJ, wine/NN, bar/NN, great/JJ, relax/VB]",51.4774433954,-0.0148972553316,2
"Stopped selling chewing gum, why?",stop selling chew gum,VB NN VB NN,"[stop/VB, selling/NN, chew/VB, gum/NN]",51.5066230323,-0.0228017434795,2
Ask the bar staff how YOU can choose the music!,ask bar staff choose music,VB NN NN VB NN,"[ask/VB, bar/NN, staff/NN, choose/VB, music/NN]",51.4774494843,-0.014697177294,2
Dog friendly especially in the saloon bar side.,dog friendly especially saloon bar side,NN JJ RB NN NN NN,"[dog/NN, friendly/JJ, especially/RB, saloon/NN, bar/NN, side/NN]",51.4766144558,-0.00975592261147,2
"Mango mojito is amazing, and for after dinner try the maple espresso; Mmmmmm!",mango mojito be amazing dinner try maple espresso mmmmmm,NN NN VB JJ NN VB NN NN NN,"[mango/NN, mojito/NN, be/VB, amazing/JJ, dinner/NN, try/VB, maple/NN, espresso/NN, mmmmmm/NN]",51.5048440559,-0.0186289271132,2
"This is my family's local and every time I have visited here I have had a great time playing pool, eating some food, socialising with my family and having some drinks. One of my favourite pubs.",be family local time have visit here have have great time play pool eating food socialising family have drink favourite pub,VB NN JJ NN VB VB RB VB VB JJ NN VB NN NN NN NN NN VB NN JJ NN,"[be/VB, family/NN, local/JJ, time/NN, have/VB, visit/VB, here/RB, have/VB, have/VB, great/JJ, time/NN, play/VB, pool/NN, eating/NN, food/NN, socialising/NN, family/NN, have/VB, drink/NN, favourite/JJ, pub/NN]",51.4663396428,0.14511224861,2
"Great pub, now with turkey and stuffing crisps....",great pub now turkey stuff crisps,JJ NN RB NN VB NN,"[great/JJ, pub/NN, now/RB, turkey/NN, stuff/VB, crisps/NN]",51.4417303679,0.149785337224,2
Stores condiments on floor behind bar!!,store condiment floor bar,NN NN NN NN,"[store/NN, condiment/NN, floor/NN, bar/NN]",51.4438501027,0.219763397552,2
Pretty rubbish service at the bar but an excellent roast on a Sunday.,pretty rubbish service bar excellent roast sunday,JJ JJ NN NN JJ NN NN,"[pretty/JJ, rubbish/JJ, service/NN, bar/NN, excellent/JJ, roast/NN, sunday/NN]",51.5365778805,-0.0435747481002,2
There's a bar billiards table in the back,bar billiards table back,NN NN NN RB,"[bar/NN, billiards/NN, table/NN, back/RB]",51.4833823233,-0.0257957714762,2
Fine wines and cask beers and beer garden. What more could you ask for!,fine wine cask beer beer garden more ask,JJ NN NN NN NN NN RB VB,"[fine/JJ, wine/NN, cask/NN, beer/NN, beer/NN, garden/NN, more/RB, ask/VB]",51.449834427,0.0543999993956,2
"Great bar and microbrewery, their IPA is delicious. Huge choice of beer too",great bar microbrewery ipa be delicious huge choice beer too,JJ NN VB NN VB JJ JJ NN NN RB,"[great/JJ, bar/NN, microbrewery/VB, ipa/NN, be/VB, delicious/JJ, huge/JJ, choice/NN, beer/NN, too/RB]",51.5441193924,-0.00881275504842,2
"Clean, tidy and in a nice area.",clean tidy nice area,JJ JJ JJ NN,"[clean/JJ, tidy/JJ, nice/JJ, area/NN]",51.4887442042,-0.00592941578789,2
"Usually a good atmosphere, friendly bar staff that remember your order and some rock music! :D",usually good atmosphere friendly bar staff remember order rock music,RB JJ NN JJ NN NN VB NN NN NN,"[usually/RB, good/JJ, atmosphere/NN, friendly/JJ, bar/NN, staff/NN, remember/VB, order/NN, rock/NN, music/NN]",51.4570427825,0.142706796398,2
"Probably the worst service at the bar in Greenwich, possibly	London",probably worst service bar greenwich possibly london,RB JJ NN NN JJ RB NN,"[probably/RB, worst/JJ, service/NN, bar/NN, greenwich/JJ, possibly/RB, london/NN]",51.4824165725,-0.0098120651462,2
The hunters chicken is fantastic. Staff are very friendly too.,hunter chicken be fantastic staff be very friendly too,NN NN VB JJ NN VB RB JJ RB,"[hunter/NN, chicken/NN, be/VB, fantastic/JJ, staff/NN, be/VB, very/RB, friendly/JJ, too/RB]",51.4634486217,0.150954048077,2
"Excellent food, rib eye steak tempura prawns delicious. Great cocktails bar drinks Staff superb live  music. Turned  up Friday no booking found us a table  recommend you call first. Highly recommended",excellent food rib eye steak tempura prawn delicious great cocktail bar drink staff superb live music turn friday booking find table recommend call first highly recommend,JJ NN NN NN NN NN NN JJ JJ NN NN NN NN JJ NN NN VB JJ NN VB NN VB VB RB RB VB,"[excellent/JJ, food/NN, rib/NN, eye/NN, steak/NN, tempura/NN, prawn/NN, delicious/JJ, great/JJ, cocktail/NN, bar/NN, drink/NN, staff/NN, superb/JJ, live/NN, music/NN, turn/VB, friday/JJ, booking/NN, find/VB, table/NN, recommend/VB, call/VB, first/RB, highly/RB, recommend/VB]",51.512945852,0.251213773183,2
Nice pub. Friendly bar staff will go again,nice pub friendly bar staff go again,JJ NN JJ NN NN VB RB,"[nice/JJ, pub/NN, friendly/JJ, bar/NN, staff/NN, go/VB, again/RB]",51.4567457041,0.14779975223,2
Great views in an intimate bar,great view intimate bar,JJ NN JJ NN,"[great/JJ, view/NN, intimate/JJ, bar/NN]",51.4998021771,-0.0173894724549,2
